[Connect DataFile][1.1]
Date:	11.03.2026
Time:	11:54:29,321
Unit:	°C
Resolution:	0,037037
Values:	1
Time	Area 1	
00:19:36,035	502,0	
00:19:36,072	502,0	
00:19:36,109	501,9	
00:19:36,146	501,9	
00:19:36,184	501,8	
00:19:36,221	501,8	
00:19:36,258	501,7	
00:19:36,295	501,7	
00:19:36,332	501,7	
00:19:36,369	501,6	
00:19:36,406	501,6	
00:19:36,443	501,6	
00:19:36,480	501,5	
00:19:36,517	501,4	
00:19:36,554	501,4	
00:19:36,591	501,4	
00:19:36,628	501,3	
00:19:36,665	501,2	
00:19:36,702	501,2	
00:19:36,739	501,2	
00:19:36,776	501,1	
00:19:36,813	501,0	
00:19:36,850	501,0	
00:19:36,887	501,0	
00:19:36,924	500,9	
00:19:36,961	500,8	
00:19:36,998	500,8	
00:19:37,035	500,8	
00:19:37,072	500,7	
00:19:37,109	500,6	
00:19:37,146	500,6	
00:19:37,184	500,5	
00:19:37,221	500,5	
00:19:37,258	500,4	
00:19:37,295	500,4	
00:19:37,332	500,3	
00:19:37,369	500,3	
00:19:37,406	500,2	
00:19:37,443	500,2	
00:19:37,480	500,1	
00:19:37,517	500,1	
00:19:37,554	500,0	
00:19:37,591	500,0	
00:19:37,628	499,9	
00:19:37,665	499,9	
00:19:37,702	499,8	
00:19:37,739	499,8	
00:19:37,776	499,7	
00:19:37,813	499,7	
00:19:37,850	499,6	
00:19:37,887	499,6	
00:19:37,924	499,5	
00:19:37,961	499,5	
00:19:37,998	499,4	
00:19:38,035	499,4	
00:19:38,072	499,3	
00:19:38,109	499,3	
00:19:38,146	499,2	
00:19:38,184	499,2	
00:19:38,221	499,2	
00:19:38,258	499,1	
00:19:38,295	499,1	
00:19:38,332	499,0	
00:19:38,369	499,0	
00:19:38,406	498,9	
00:19:38,443	498,9	
00:19:38,480	498,8	
00:19:38,517	498,8	
00:19:38,554	498,7	
00:19:38,591	498,7	
00:19:38,628	498,6	
00:19:38,665	498,6	
00:19:38,702	498,5	
00:19:38,739	498,5	
00:19:38,776	498,4	
00:19:38,813	498,4	
00:19:38,850	498,3	
00:19:38,887	498,3	
00:19:38,924	498,2	
00:19:38,961	498,2	
00:19:38,998	498,1	
00:19:39,035	498,1	
00:19:39,072	498,0	
00:19:39,109	498,0	
00:19:39,146	497,9	
00:19:39,184	497,9	
00:19:39,221	497,8	
00:19:39,258	497,8	
00:19:39,295	497,7	
00:19:39,332	497,7	
00:19:39,369	497,7	
00:19:39,406	497,6	
00:19:39,443	497,5	
00:19:39,480	497,5	
00:19:39,517	497,5	
00:19:39,554	497,4	
00:19:39,591	497,3	
00:19:39,628	497,3	
00:19:39,665	497,3	
00:19:39,702	497,2	
00:19:39,739	497,1	
00:19:39,776	497,1	
00:19:39,813	497,1	
00:19:39,850	497,0	
00:19:39,887	496,9	
00:19:39,924	496,9	
00:19:39,961	496,9	
00:19:39,998	496,8	
00:19:40,035	496,8	
00:19:40,072	496,7	
00:19:40,109	496,7	
00:19:40,146	496,6	
00:19:40,184	496,6	
00:19:40,221	496,5	
00:19:40,258	496,5	
00:19:40,295	496,4	
00:19:40,332	496,4	
00:19:40,369	496,3	
00:19:40,406	496,3	
00:19:40,443	496,3	
00:19:40,480	496,2	
00:19:40,517	496,1	
00:19:40,554	496,1	
00:19:40,591	496,1	
00:19:40,628	496,0	
00:19:40,665	495,9	
00:19:40,702	495,9	
00:19:40,739	495,9	
00:19:40,776	495,8	
00:19:40,813	495,7	
00:19:40,850	495,7	
00:19:40,887	495,7	
00:19:40,924	495,6	
00:19:40,961	495,5	
00:19:40,998	495,5	
00:19:41,035	495,5	
00:19:41,072	495,4	
00:19:41,109	495,3	
00:19:41,146	495,3	
00:19:41,184	495,3	
00:19:41,221	495,2	
00:19:41,258	495,1	
00:19:41,295	495,1	
00:19:41,332	495,0	
00:19:41,369	495,0	
00:19:41,406	494,9	
00:19:41,443	494,9	
00:19:41,480	494,8	
00:19:41,517	494,8	
00:19:41,554	494,7	
00:19:41,591	494,7	
00:19:41,628	494,6	
00:19:41,665	494,6	
00:19:41,702	494,5	
00:19:41,739	494,5	
00:19:41,776	494,4	
00:19:41,813	494,4	
00:19:41,850	494,3	
00:19:41,887	494,3	
00:19:41,924	494,3	
00:19:41,961	494,3	
00:19:41,998	494,3	
00:19:42,035	494,4	
00:19:42,072	494,4	
00:19:42,109	494,4	
00:19:42,146	494,4	
00:19:42,184	494,4	
00:19:42,221	494,4	
00:19:42,258	494,4	
00:19:42,295	494,4	
00:19:42,332	494,5	
00:19:42,369	494,5	
00:19:42,406	494,5	
00:19:42,443	494,5	
00:19:42,480	494,5	
00:19:42,517	494,5	
00:19:42,554	494,5	
00:19:42,591	494,5	
00:19:42,628	494,6	
00:19:42,665	494,6	
00:19:42,702	494,6	
00:19:42,739	494,6	
00:19:42,776	494,6	
00:19:42,813	494,6	
00:19:42,850	494,6	
00:19:42,887	494,6	
00:19:42,924	494,7	
00:19:42,961	494,7	
00:19:42,998	494,7	
00:19:43,035	494,7	
00:19:43,072	494,7	
00:19:43,109	494,7	
00:19:43,146	494,7	
00:19:43,184	494,7	
00:19:43,221	494,8	
00:19:43,258	494,8	
00:19:43,295	494,8	
00:19:43,332	494,8	
00:19:43,369	494,8	
00:19:43,406	494,8	
00:19:43,443	494,8	
00:19:43,480	494,8	
00:19:43,517	494,9	
00:19:43,554	494,9	
00:19:43,591	494,9	
00:19:43,628	494,9	
00:19:43,665	494,9	
00:19:43,702	494,9	
00:19:43,739	494,9	
00:19:43,776	494,9	
00:19:43,813	494,9	
00:19:43,850	495,0	
00:19:43,887	495,0	
00:19:43,924	495,0	
00:19:43,961	495,0	
00:19:43,998	495,0	
00:19:44,035	495,0	
00:19:44,072	495,0	
00:19:44,109	495,0	
00:19:44,146	495,1	
00:19:44,184	495,1	
00:19:44,221	495,1	
00:19:44,258	495,1	
00:19:44,295	495,1	
00:19:44,332	495,1	
00:19:44,369	495,2	
00:19:44,406	495,2	
00:19:44,443	495,2	
00:19:44,480	495,2	
00:19:44,517	495,2	
00:19:44,554	495,2	
00:19:44,591	495,2	
00:19:44,628	495,2	
00:19:44,665	495,3	
00:19:44,702	495,3	
00:19:44,739	495,3	
00:19:44,776	495,3	
00:19:44,813	495,3	
00:19:44,850	495,3	
00:19:44,887	495,3	
00:19:44,924	495,3	
00:19:44,961	495,4	
00:19:44,998	495,4	
00:19:45,035	495,4	
00:19:45,072	495,4	
00:19:45,109	495,4	
00:19:45,146	495,4	
00:19:45,184	495,4	
00:19:45,221	495,4	
00:19:45,258	495,5	
00:19:45,295	495,5	
00:19:45,332	495,5	
00:19:45,369	495,5	
00:19:45,406	495,5	
00:19:45,443	495,5	
00:19:45,480	495,5	
00:19:45,517	495,5	
00:19:45,554	495,6	
00:19:45,591	495,6	
00:19:45,628	495,6	
00:19:45,665	495,6	
00:19:45,702	495,6	
00:19:45,739	495,6	
00:19:45,776	495,6	
00:19:45,813	495,6	
00:19:45,850	495,7	
00:19:45,887	495,7	
00:19:45,924	495,7	
00:19:45,961	495,7	
00:19:45,998	495,7	
00:19:46,035	495,7	
00:19:46,072	495,7	
00:19:46,109	495,7	
00:19:46,146	495,8	
00:19:46,183	495,8	
00:19:46,221	495,8	
00:19:46,258	495,8	
00:19:46,295	495,8	
00:19:46,332	495,8	
00:19:46,369	495,8	
00:19:46,406	495,8	
00:19:46,443	495,9	
00:19:46,480	495,9	
00:19:46,517	495,9	
00:19:46,554	495,9	
00:19:46,591	495,9	
00:19:46,628	495,9	
00:19:46,665	495,9	
00:19:46,702	495,9	
00:19:46,739	495,9	
00:19:46,776	496,0	
00:19:46,813	496,0	
00:19:46,850	496,0	
00:19:46,887	496,0	
00:19:46,924	496,1	
00:19:46,961	496,1	
00:19:46,998	496,1	
00:19:47,035	496,1	
00:19:47,072	496,2	
00:19:47,109	496,2	
00:19:47,146	496,3	
00:19:47,183	496,3	
00:19:47,221	496,3	
00:19:47,258	496,4	
00:19:47,295	496,4	
00:19:47,332	496,4	
00:19:47,369	496,5	
00:19:47,406	496,5	
00:19:47,443	496,5	
00:19:47,480	496,5	
00:19:47,517	496,6	
00:19:47,554	496,6	
00:19:47,591	496,6	
00:19:47,628	496,7	
00:19:47,665	496,7	
00:19:47,702	496,7	
00:19:47,739	496,8	
00:19:47,776	496,8	
00:19:47,813	496,8	
00:19:47,850	496,9	
00:19:47,887	496,9	
00:19:47,924	496,9	
00:19:47,961	496,9	
00:19:47,998	497,0	
00:19:48,035	497,0	
00:19:48,072	497,1	
00:19:48,109	497,1	
00:19:48,146	497,1	
00:19:48,183	497,2	
00:19:48,221	497,2	
00:19:48,258	497,2	
00:19:48,295	497,3	
00:19:48,332	497,3	
00:19:48,369	497,3	
00:19:48,406	497,3	
00:19:48,443	497,4	
00:19:48,480	497,4	
00:19:48,517	497,5	
00:19:48,554	497,5	
00:19:48,591	497,5	
00:19:48,628	497,6	
00:19:48,665	497,6	
00:19:48,702	497,6	
00:19:48,739	497,6	
00:19:48,776	497,7	
00:19:48,813	497,7	
00:19:48,850	497,7	
00:19:48,887	497,7	
00:19:48,924	497,8	
00:19:48,961	497,8	
00:19:48,998	497,9	
00:19:49,035	497,9	
00:19:49,072	497,9	
00:19:49,109	498,0	
00:19:49,146	498,0	
00:19:49,183	498,0	
00:19:49,221	498,1	
00:19:49,258	498,1	
00:19:49,295	498,1	
00:19:49,332	498,1	
00:19:49,369	498,2	
00:19:49,406	498,2	
00:19:49,443	498,3	
00:19:49,480	498,3	
00:19:49,517	498,3	
00:19:49,554	498,4	
00:19:49,591	498,4	
00:19:49,628	498,4	
00:19:49,665	498,5	
00:19:49,702	498,5	
00:19:49,739	498,5	
00:19:49,776	498,6	
00:19:49,813	498,6	
00:19:49,850	498,6	
00:19:49,887	498,7	
00:19:49,924	498,7	
00:19:49,961	498,7	
00:19:49,998	498,7	
00:19:50,035	498,8	
00:19:50,072	498,8	
00:19:50,109	498,8	
00:19:50,146	498,9	
00:19:50,183	498,9	
00:19:50,221	498,9	
00:19:50,258	498,9	
00:19:50,295	499,0	
00:19:50,332	499,0	
00:19:50,369	499,1	
00:19:50,406	499,1	
00:19:50,443	499,1	
00:19:50,480	499,2	
00:19:50,517	499,2	
00:19:50,554	499,2	
00:19:50,591	499,3	
00:19:50,628	499,3	
00:19:50,665	499,3	
00:19:50,702	499,4	
00:19:50,739	499,4	
00:19:50,776	499,4	
00:19:50,813	499,5	
00:19:50,850	499,5	
00:19:50,887	499,5	
00:19:50,924	499,6	
00:19:50,961	499,6	
00:19:50,998	499,6	
00:19:51,035	499,6	
00:19:51,072	499,7	
00:19:51,109	499,7	
00:19:51,146	499,8	
00:19:51,183	499,8	
00:19:51,221	499,8	
00:19:51,258	499,8	
00:19:51,295	499,9	
00:19:51,332	499,9	
00:19:51,369	499,9	
00:19:51,406	500,0	
00:19:51,443	500,0	
00:19:51,480	500,0	
00:19:51,517	500,1	
00:19:51,554	500,1	
00:19:51,591	500,1	
00:19:51,628	500,1	
00:19:51,665	500,2	
00:19:51,702	500,2	
00:19:51,739	500,3	
00:19:51,776	500,3	
00:19:51,813	500,3	
00:19:51,850	500,2	
00:19:51,887	500,2	
00:19:51,924	500,2	
00:19:51,961	500,2	
00:19:51,998	500,1	
00:19:52,035	500,0	
00:19:52,072	500,0	
00:19:52,109	500,0	
00:19:52,146	499,9	
00:19:52,183	499,9	
00:19:52,221	499,9	
00:19:52,258	499,9	
00:19:52,295	499,8	
00:19:52,332	499,7	
00:19:52,369	499,7	
00:19:52,406	499,7	
00:19:52,443	499,6	
00:19:52,480	499,6	
00:19:52,517	499,6	
00:19:52,554	499,6	
00:19:52,591	499,5	
00:19:52,628	499,4	
00:19:52,665	499,4	
00:19:52,702	499,4	
00:19:52,739	499,3	
00:19:52,776	499,3	
00:19:52,813	499,3	
00:19:52,850	499,2	
00:19:52,887	499,2	
00:19:52,924	499,2	
00:19:52,961	499,1	
00:19:52,998	499,1	
00:19:53,035	499,1	
00:19:53,072	499,0	
00:19:53,109	499,0	
00:19:53,146	498,9	
00:19:53,183	498,9	
00:19:53,221	498,9	
00:19:53,258	498,8	
00:19:53,295	498,8	
00:19:53,332	498,8	
00:19:53,369	498,7	
00:19:53,406	498,7	
00:19:53,443	498,6	
00:19:53,480	498,6	
00:19:53,517	498,6	
00:19:53,554	498,5	
00:19:53,591	498,5	
00:19:53,628	498,5	
00:19:53,665	498,4	
00:19:53,702	498,4	
00:19:53,739	498,3	
00:19:53,776	498,3	
00:19:53,813	498,3	
00:19:53,850	498,2	
00:19:53,887	498,2	
00:19:53,924	498,2	
00:19:53,961	498,1	
00:19:53,998	498,1	
00:19:54,035	498,0	
00:19:54,072	498,0	
00:19:54,109	498,0	
00:19:54,146	497,9	
00:19:54,183	497,9	
00:19:54,221	497,9	
00:19:54,258	497,9	
00:19:54,295	497,8	
00:19:54,332	497,7	
00:19:54,369	497,7	
00:19:54,406	497,7	
00:19:54,443	497,6	
00:19:54,480	497,6	
00:19:54,517	497,6	
00:19:54,554	497,6	
00:19:54,591	497,5	
00:19:54,628	497,5	
00:19:54,665	497,4	
00:19:54,702	497,4	
00:19:54,739	497,3	
00:19:54,776	497,3	
00:19:54,813	497,3	
00:19:54,850	497,2	
00:19:54,887	497,2	
00:19:54,924	497,2	
00:19:54,961	497,1	
00:19:54,998	497,1	
00:19:55,035	497,1	
00:19:55,072	497,0	
00:19:55,109	497,0	
00:19:55,146	496,9	
00:19:55,183	496,9	
00:19:55,221	496,9	
00:19:55,258	496,8	
00:19:55,295	496,8	
00:19:55,332	496,8	
00:19:55,369	496,7	
00:19:55,406	496,7	
00:19:55,443	496,6	
00:19:55,480	496,6	
00:19:55,517	496,6	
00:19:55,554	496,5	
00:19:55,591	496,5	
00:19:55,628	496,5	
00:19:55,665	496,4	
00:19:55,702	496,4	
00:19:55,739	496,3	
00:19:55,776	496,3	
00:19:55,813	496,3	
00:19:55,850	496,2	
00:19:55,887	496,2	
00:19:55,924	496,2	
00:19:55,961	496,1	
00:19:55,998	496,1	
00:19:56,035	496,0	
00:19:56,072	496,0	
00:19:56,109	496,0	
00:19:56,146	495,9	
00:19:56,183	495,9	
00:19:56,221	495,9	
00:19:56,258	495,9	
00:19:56,295	495,8	
00:19:56,332	495,7	
00:19:56,369	495,7	
00:19:56,406	495,7	
00:19:56,443	495,6	
00:19:56,480	495,6	
00:19:56,517	495,6	
00:19:56,554	495,6	
00:19:56,591	495,5	
00:19:56,628	495,5	
00:19:56,665	495,4	
00:19:56,702	495,4	
00:19:56,739	495,3	
00:19:56,776	495,3	
00:19:56,813	495,3	
00:19:56,850	495,3	
00:19:56,887	495,2	
00:19:56,924	495,2	
00:19:56,961	495,1	
00:19:56,998	495,1	
00:19:57,035	495,0	
00:19:57,072	495,0	
00:19:57,109	495,0	
00:19:57,146	494,9	
00:19:57,183	494,9	
00:19:57,221	494,9	
00:19:57,258	494,8	
00:19:57,295	494,8	
00:19:57,332	494,8	
00:19:57,369	494,7	
00:19:57,406	494,7	
00:19:57,443	494,6	
00:19:57,480	494,6	
00:19:57,517	494,6	
00:19:57,554	494,5	
00:19:57,591	494,5	
00:19:57,628	494,5	
00:19:57,665	494,4	
00:19:57,702	494,4	
00:19:57,739	494,3	
00:19:57,776	494,3	
00:19:57,813	494,3	
00:19:57,850	494,2	
00:19:57,887	494,2	
00:19:57,924	494,2	
00:19:57,961	494,1	
00:19:57,998	494,1	
00:19:58,035	494,0	
00:19:58,072	494,0	
00:19:58,109	494,0	
00:19:58,146	493,9	
00:19:58,183	493,9	
00:19:58,221	493,9	
00:19:58,258	493,9	
00:19:58,295	493,8	
00:19:58,332	493,8	
00:19:58,369	493,7	
00:19:58,406	493,7	
00:19:58,443	493,6	
00:19:58,480	493,6	
00:19:58,517	493,6	
00:19:58,554	493,6	
00:19:58,591	493,5	
00:19:58,628	493,5	
00:19:58,665	493,4	
00:19:58,702	493,4	
00:19:58,739	493,3	
00:19:58,776	493,3	
00:19:58,813	493,3	
00:19:58,850	493,3	
00:19:58,887	493,2	
00:19:58,924	493,2	
00:19:58,961	493,1	
00:19:58,998	493,1	
00:19:59,035	493,0	
00:19:59,072	493,0	
00:19:59,109	493,0	
00:19:59,146	492,9	
00:19:59,183	492,9	
00:19:59,221	492,9	
00:19:59,258	492,9	
00:19:59,295	492,9	
00:19:59,332	492,9	
00:19:59,369	492,9	
00:19:59,406	492,9	
00:19:59,443	492,9	
00:19:59,480	492,9	
00:19:59,517	493,0	
00:19:59,554	493,0	
00:19:59,591	493,0	
00:19:59,628	493,0	
00:19:59,665	493,0	
00:19:59,702	493,0	
00:19:59,739	493,0	
00:19:59,776	493,0	
00:19:59,813	493,0	
00:19:59,850	493,0	
00:19:59,887	493,0	
00:19:59,924	493,0	
00:19:59,961	493,0	
00:19:59,998	493,0	
00:20:00,035	493,0	
00:20:00,072	493,0	
00:20:00,109	493,0	
00:20:00,146	493,1	
00:20:00,183	493,1	
00:20:00,221	493,1	
00:20:00,258	493,1	
00:20:00,295	493,1	
00:20:00,332	493,1	
00:20:00,369	493,1	
00:20:00,406	493,1	
00:20:00,443	493,1	
00:20:00,480	493,1	
00:20:00,517	493,1	
00:20:00,554	493,1	
00:20:00,591	493,1	
00:20:00,628	493,1	
00:20:00,665	493,1	
00:20:00,702	493,1	
00:20:00,739	493,1	
00:20:00,776	493,1	
00:20:00,813	493,2	
00:20:00,850	493,2	
00:20:00,887	493,2	
00:20:00,924	493,2	
00:20:00,961	493,2	
00:20:00,998	493,2	
00:20:01,035	493,2	
00:20:01,072	493,2	
00:20:01,109	493,2	
00:20:01,146	493,2	
00:20:01,183	493,2	
00:20:01,221	493,2	
00:20:01,258	493,2	
00:20:01,295	493,2	
00:20:01,332	493,2	
00:20:01,369	493,2	
00:20:01,406	493,2	
00:20:01,443	493,3	
00:20:01,480	493,3	
00:20:01,517	493,3	
00:20:01,554	493,3	
00:20:01,591	493,3	
00:20:01,628	493,3	
00:20:01,665	493,3	
00:20:01,702	493,3	
00:20:01,739	493,3	
00:20:01,776	493,3	
00:20:01,813	493,3	
00:20:01,850	493,3	
00:20:01,887	493,3	
00:20:01,924	493,3	
00:20:01,961	493,3	
00:20:01,998	493,3	
00:20:02,035	493,3	
00:20:02,072	493,3	
00:20:02,109	493,4	
00:20:02,146	493,4	
00:20:02,183	493,4	
00:20:02,221	493,4	
00:20:02,258	493,4	
00:20:02,295	493,4	
00:20:02,332	493,4	
00:20:02,369	493,4	
00:20:02,406	493,4	
00:20:02,443	493,4	
00:20:02,480	493,4	
00:20:02,517	493,4	
00:20:02,554	493,4	
00:20:02,591	493,4	
00:20:02,628	493,4	
00:20:02,665	493,4	
00:20:02,702	493,4	
00:20:02,739	493,5	
00:20:02,776	493,5	
00:20:02,813	493,5	
00:20:02,850	493,5	
00:20:02,887	493,5	
00:20:02,924	493,5	
00:20:02,961	493,5	
00:20:02,998	493,5	
00:20:03,035	493,5	
00:20:03,072	493,5	
00:20:03,109	493,5	
00:20:03,146	493,5	
00:20:03,183	493,5	
00:20:03,221	493,5	
00:20:03,258	493,5	
00:20:03,295	493,5	
00:20:03,332	493,5	
00:20:03,369	493,6	
00:20:03,406	493,6	
00:20:03,443	493,6	
00:20:03,480	493,6	
00:20:03,517	493,6	
00:20:03,554	493,6	
00:20:03,591	493,6	
00:20:03,628	493,6	
00:20:03,665	493,6	
00:20:03,702	493,6	
00:20:03,739	493,6	
00:20:03,776	493,6	
00:20:03,813	493,6	
00:20:03,850	493,6	
00:20:03,887	493,6	
00:20:03,924	493,6	
00:20:03,961	493,6	
00:20:03,998	493,7	
00:20:04,035	493,7	
00:20:04,072	493,7	
00:20:04,109	493,7	
00:20:04,146	493,7	
00:20:04,183	493,7	
00:20:04,221	493,7	
00:20:04,258	493,7	
00:20:04,295	493,7	
00:20:04,332	493,7	
00:20:04,369	493,7	
00:20:04,406	493,7	
00:20:04,443	493,7	
00:20:04,480	493,7	
00:20:04,517	493,7	
00:20:04,554	493,7	
00:20:04,591	493,7	
00:20:04,628	493,8	
00:20:04,665	493,8	
00:20:04,702	493,8	
00:20:04,739	493,8	
00:20:04,776	493,8	
00:20:04,813	493,8	
00:20:04,850	493,8	
00:20:04,887	493,8	
00:20:04,924	493,8	
00:20:04,961	493,8	
00:20:04,998	493,8	
00:20:05,035	493,8	
00:20:05,072	493,8	
00:20:05,109	493,8	
00:20:05,146	493,8	
00:20:05,183	493,8	
00:20:05,221	493,8	
00:20:05,258	493,9	
00:20:05,295	493,9	
00:20:05,332	493,9	
00:20:05,369	493,9	
00:20:05,406	493,9	
00:20:05,443	493,9	
00:20:05,480	493,9	
00:20:05,517	493,9	
00:20:05,554	493,9	
00:20:05,591	493,9	
00:20:05,628	493,9	
00:20:05,665	493,9	
00:20:05,702	493,9	
00:20:05,739	493,9	
00:20:05,776	493,9	
00:20:05,813	493,9	
00:20:05,850	493,9	
00:20:05,887	493,9	
00:20:05,924	493,9	
00:20:05,961	494,0	
00:20:05,998	494,0	
00:20:06,035	494,0	
00:20:06,072	494,0	
00:20:06,109	494,0	
00:20:06,146	494,0	
00:20:06,183	494,0	
00:20:06,221	494,0	
00:20:06,258	494,0	
00:20:06,295	494,0	
00:20:06,332	494,0	
00:20:06,369	494,0	
00:20:06,406	494,0	
00:20:06,443	494,0	
00:20:06,480	494,0	
00:20:06,517	494,0	
00:20:06,554	494,0	
00:20:06,591	494,1	
00:20:06,628	494,1	
00:20:06,665	494,1	
00:20:06,702	494,1	
00:20:06,739	494,1	
00:20:06,776	494,1	
00:20:06,813	494,1	
00:20:06,850	494,1	
00:20:06,887	494,1	
00:20:06,924	494,1	
00:20:06,961	494,1	
00:20:06,998	494,1	
00:20:07,035	494,1	
00:20:07,072	494,1	
00:20:07,109	494,1	
00:20:07,146	494,1	
00:20:07,183	494,2	
00:20:07,221	494,2	
00:20:07,258	494,2	
00:20:07,295	494,2	
00:20:07,332	494,2	
00:20:07,369	494,2	
00:20:07,406	494,2	
00:20:07,443	494,2	
00:20:07,480	494,2	
00:20:07,517	494,2	
00:20:07,554	494,2	
00:20:07,591	494,2	
00:20:07,628	494,2	
00:20:07,665	494,2	
00:20:07,702	494,2	
00:20:07,739	494,2	
00:20:07,776	494,2	
00:20:07,813	494,3	
00:20:07,850	494,3	
00:20:07,887	494,3	
00:20:07,924	494,3	
00:20:07,961	494,3	
00:20:07,998	494,3	
00:20:08,035	494,3	
00:20:08,072	494,3	
00:20:08,109	494,3	
00:20:08,146	494,3	
00:20:08,183	494,3	
00:20:08,221	494,3	
00:20:08,258	494,3	
00:20:08,295	494,3	
00:20:08,332	494,3	
00:20:08,369	494,3	
00:20:08,406	494,3	
00:20:08,443	494,3	
00:20:08,480	494,4	
00:20:08,517	494,4	
00:20:08,554	494,4	
00:20:08,591	494,4	
00:20:08,628	494,4	
00:20:08,665	494,4	
00:20:08,702	494,4	
00:20:08,739	494,4	
00:20:08,776	494,4	
00:20:08,813	494,4	
00:20:08,850	494,4	
00:20:08,887	494,4	
00:20:08,924	494,4	
00:20:08,961	494,4	
00:20:08,998	494,4	
00:20:09,035	494,4	
00:20:09,072	494,4	
00:20:09,109	494,5	
00:20:09,146	494,5	
00:20:09,183	494,5	
00:20:09,221	494,5	
00:20:09,258	494,5	
00:20:09,295	494,5	
00:20:09,332	494,5	
00:20:09,369	494,5	
00:20:09,406	494,5	
00:20:09,443	494,5	
00:20:09,480	494,5	
00:20:09,517	494,5	
00:20:09,554	494,5	
00:20:09,591	494,5	
00:20:09,628	494,5	
00:20:09,665	494,5	
00:20:09,702	494,5	
00:20:09,739	494,6	
00:20:09,776	494,6	
00:20:09,813	494,6	
00:20:09,850	494,6	
00:20:09,887	494,6	
00:20:09,924	494,6	
00:20:09,961	494,6	
00:20:09,998	494,6	
00:20:10,035	494,6	
00:20:10,072	494,6	
00:20:10,109	494,6	
00:20:10,146	494,6	
00:20:10,183	494,6	
00:20:10,221	494,6	
00:20:10,258	494,6	
00:20:10,295	494,6	
00:20:10,332	494,6	
00:20:10,369	494,6	
00:20:10,406	494,7	
00:20:10,443	494,7	
00:20:10,480	494,7	
00:20:10,517	494,7	
00:20:10,554	494,7	
00:20:10,591	494,7	
00:20:10,628	494,7	
00:20:10,665	494,7	
00:20:10,702	494,7	
00:20:10,739	494,7	
00:20:10,776	494,7	
00:20:10,813	494,7	
00:20:10,850	494,7	
00:20:10,887	494,7	
00:20:10,924	494,7	
00:20:10,961	494,7	
00:20:10,998	494,7	
00:20:11,035	494,8	
00:20:11,072	494,8	
00:20:11,109	494,8	
00:20:11,146	494,8	
00:20:11,183	494,8	
00:20:11,221	494,8	
00:20:11,258	494,8	
00:20:11,295	494,8	
00:20:11,332	494,8	
00:20:11,369	494,8	
00:20:11,406	494,8	
00:20:11,443	494,8	
00:20:11,480	494,8	
00:20:11,517	494,8	
00:20:11,554	494,8	
00:20:11,591	494,8	
00:20:11,628	494,8	
00:20:11,665	494,9	
00:20:11,702	494,9	
00:20:11,739	494,9	
00:20:11,776	494,9	
00:20:11,813	494,9	
00:20:11,850	494,9	
00:20:11,887	494,9	
00:20:11,924	494,9	
00:20:11,961	494,9	
00:20:11,998	494,9	
00:20:12,035	494,9	
00:20:12,072	494,9	
00:20:12,109	494,9	
00:20:12,146	494,9	
00:20:12,183	494,9	
00:20:12,221	494,9	
00:20:12,258	494,9	
00:20:12,295	495,0	
00:20:12,332	495,0	
00:20:12,369	495,0	
00:20:12,406	495,0	
00:20:12,443	495,0	
00:20:12,480	495,0	
00:20:12,517	495,0	
00:20:12,554	495,0	
00:20:12,591	495,0	
00:20:12,628	495,0	
00:20:12,665	495,0	
00:20:12,702	495,0	
00:20:12,739	495,0	
00:20:12,776	495,0	
00:20:12,813	495,0	
00:20:12,850	495,0	
00:20:12,887	495,0	
00:20:12,924	495,0	
00:20:12,961	495,1	
00:20:12,998	495,1	
00:20:13,035	495,1	
00:20:13,072	495,1	
00:20:13,109	495,1	
00:20:13,146	495,1	
00:20:13,183	495,1	
00:20:13,221	495,1	
00:20:13,258	495,1	
00:20:13,295	495,1	
00:20:13,332	495,1	
00:20:13,369	495,1	
00:20:13,406	495,1	
00:20:13,443	495,1	
00:20:13,480	495,1	
00:20:13,517	495,1	
00:20:13,554	495,1	
00:20:13,591	495,1	
00:20:13,628	495,2	
00:20:13,665	495,2	
00:20:13,702	495,2	
00:20:13,739	495,2	
00:20:13,776	495,2	
00:20:13,813	495,2	
00:20:13,850	495,2	
00:20:13,887	495,2	
00:20:13,924	495,2	
00:20:13,961	495,2	
00:20:13,998	495,2	
00:20:14,035	495,2	
00:20:14,072	495,2	
00:20:14,109	495,2	
00:20:14,146	495,2	
00:20:14,183	495,2	
00:20:14,221	495,3	
00:20:14,258	495,3	
00:20:14,295	495,3	
00:20:14,332	495,3	
00:20:14,369	495,3	
00:20:14,406	495,3	
00:20:14,443	495,3	
00:20:14,480	495,3	
00:20:14,517	495,3	
00:20:14,554	495,3	
00:20:14,591	495,3	
00:20:14,628	495,3	
00:20:14,665	495,3	
00:20:14,702	495,3	
00:20:14,739	495,3	
00:20:14,776	495,3	
00:20:14,813	495,3	
00:20:14,850	495,4	
00:20:14,887	495,4	
00:20:14,924	495,4	
00:20:14,961	495,4	
00:20:14,998	495,4	
00:20:15,035	495,4	
00:20:15,072	495,4	
00:20:15,109	495,4	
00:20:15,146	495,4	
00:20:15,183	495,4	
00:20:15,221	495,4	
00:20:15,258	495,4	
00:20:15,295	495,4	
00:20:15,332	495,4	
00:20:15,369	495,4	
00:20:15,406	495,4	
00:20:15,443	495,4	
00:20:15,480	495,4	
00:20:15,517	495,5	
00:20:15,554	495,5	
00:20:15,591	495,5	
00:20:15,628	495,5	
00:20:15,665	495,5	
